text,label
"к этому. большую часть времени он проводил вне дома, на обедах, вечерах и балах.","к этому. большую часть времени он проводил вне дома, на обедах, вечерах и балах."
"же – те же ломберные столы, та же люстра в чехле; но кто-то уж","же – те же ломберные столы, та же люстра в чехле; но кто-то уж"
"проезжающего дурно, а для него самого неизбежно, потому","проезжающего дурно, а для него самого неизбежно, потому"
"пока, b мне хорошо. я только","пока, и мне хорошо. я только"
"ужасно, она не vjukf не думать об этом. она шла прямо перед собой через зимний","ужасно, она не могла не думать об этом. она шла прямо перед собой через зимний"
"денисов! да, все это пустяки. главное","денисов! да, все это пустяки. главное"
"другая. я не могу!» наташа чувствовала себя в эту минуту такою размягченной и разнеженной, что","другая. я не могу!» наташа чувствовала себя в эту минуту такою размягченной и разнеженной, что"
"– и он отбросил тарелку, rjnjhe. живо подхватил тихон. – суворов!.. подумавши, князь","– и он отбросил тарелку, которую живо подхватил тихон. – суворов!.. подумавши, князь"
"ах, это ты, очень рад, jxtym рад","ах, это ты, очень рад, очень рад"
не хотели и знать о,не хотели и знать о
"впечатлений путешествия, приема и в особенности после обеда чувствовал, что jy","впечатлений путешествия, приема и в особенности после обеда чувствовал, что он"
"его дурным, – сказала наташа. – но я ничего, ничего yt знаю…","его дурным, – сказала наташа. – но я ничего, ничего не знаю…"
"некрасива; но думала, xnj она не только так","некрасива; но думала, что она не только так"
"– bonjour, ma chere, je vous felicite, –","– bonjour, ma chere, je vous felicite, –"
холостой охотнической митька играл на балалайке. дядюшка,холостой охотнической митька играл на балалайке. дядюшка
сделаны распоряжения к сражению. князь андрей,сделаны распоряжения к сражению. князь андрей
"– сказала она c особенным ударением,","– сказала она с особенным ударением,"
"войну, князь?] – сказала анна павловна. – le general koutouzoff, – сказал болконский, ударяя на","войну, князь?] – сказала анна павловна. – le general koutouzoff, – сказал болконский, ударяя на"
тараску тысячу рублей дал. стоит! он сел,тараску тысячу рублей дал. стоит! он сел
"богатым, чем когда он получал","богатым, чем когда он получал"
все. и ежели завещание с письмом,все. и ежели завещание с письмом
"– это совершенные разбойники, особенно долохов, – говорила гостья.","– это совершенные разбойники, особенно долохов, – говорила гостья."
"gtht[jlbk ко сну, и от сна к болтовне в гостиных и клубе, от болтовни","переходил ко сну, и от сна к болтовне в гостиных и клубе, от болтовни"
"сухие письма, которым сама не приписывала никакого значения и в которых, gj брульонам, графиня","сухие письма, которым сама не приписывала никакого значения и в которых, по брульонам, графиня"
разговоры j попытке похищения ростовой и,разговоры о попытке похищения ростовой и
"что же vyt делать, ежели я","что же мне делать, ежели я"
"здорового и веселого хохота, невольно через цепь сообщившегося и","здорового и веселого хохота, невольно через цепь сообщившегося и"
"не нарушив симметрии, чистоты и порядка, и потому весьма понятно было","не нарушив симметрии, чистоты и порядка, и потому весьма понятно было"
"они борются, и страдают, и мучают, и портят свою душу, свою вечную душу, для","они борются, и страдают, и мучают, и портят свою душу, свою вечную душу, для"
"с сыром; тихим cvt[jv шипел жерве, и тонко, отчетливо смеялся сперанский. сперанский,","с сыром; тихим смехом шипел жерве, и тонко, отчетливо смеялся сперанский. сперанский,"
"и поскакал назад в грунт отыскивать князя багратиона. сзади ct,z он слышал, как канонада","и поскакал назад в грунт отыскивать князя багратиона. сзади себя он слышал, как канонада"
"сношений и d) экономических занятий». «27-го ноября. встал поздно и, проснувшись, долго лежал","сношений и d) экономических занятий». «27-го ноября. встал поздно и, проснувшись, долго лежал"
"ничего не видел, кроме бежавших вокруг него гусар, цеплявшихся шпорами и бренчавших саблями. – носилки!","ничего не видел, кроме бежавших вокруг него гусар, цеплявшихся шпорами и бренчавших саблями. – носилки!"
"борис чуть заметно улыбался, слушая мать.","борис чуть заметно улыбался, слушая мать."
сказал дежурный штаб-офицер. они выехали yf противоположную гору. с этой горы уже видны были французы.,сказал дежурный штаб-офицер. они выехали на противоположную гору. с этой горы уже видны были французы.
"был ghfdlbdsq молодой человек, он ни за что умышленно не сказал бы неправды.","был правдивый молодой человек, он ни за что умышленно не сказал бы неправды."
жюли и борис смотрели друг на друга как yf единственных,жюли и борис смотрели друг на друга как на единственных
"андрей, сделав hfcgjhz;tybt об отъезде, ушел в свою","андрей, сделав распоряжение об отъезде, ушел в свою"
противоположном возвышении дороги показались djqcrf в,противоположном возвышении дороги показались войска в
"он. ростов взял письмо и, бросив на lbdfy деньги, облокотился","он. ростов взял письмо и, бросив на диван деньги, облокотился"
"отъездом князь андрей долго беседовал о чем-то c отцом, и","отъездом князь андрей долго беседовал о чем-то с отцом, и"
"разврате, все получая от общества и ничего не","разврате, все получая от общества и ничего не"
и под ее прикрытием cnzubdftv левый фланг и,и под ее прикрытием стягиваем левый фланг и
je suis sure que votre promis aurait desire que мщгы alliez,je suis sure que votre promis aurait desire que vous alliez
"в оркестре заиграли громче в цимбалы и трубы, и один этот мужчина","в оркестре заиграли громче в цимбалы и трубы, и один этот мужчина"
"нет, послушайте, – сказал пьер, успокоиваясь. – вы удивительный","нет, послушайте, – сказал пьер, успокоиваясь. – вы удивительный"
что всякую минуту он может встретить ujcelfhz и при нем быть осрамлен и выслан под,что всякую минуту он может встретить государя и при нем быть осрамлен и выслан под
в передней. (она выговаривала имя борис с особенным ударением на о.) – я не,в передней. (она выговаривала имя борис с особенным ударением на о.) – я не
"шампанское. опять заиграла музыка, граф поцеловался с графинюшкою, и гости, вставая, поздравляли графиню, через","шампанское. опять заиграла музыка, граф поцеловался с графинюшкою, и гости, вставая, поздравляли графиню, через"
"человек среднего роста, курчавый и","человек среднего роста, курчавый и"
"– нет, постой, ах, какая ты смешная!","– нет, постой, ах, какая ты смешная!"
человеку? в этом отношении я cnhjuf только к себе.,человеку? в этом отношении я строга только к себе.
"дела, о которых она никому не говорила, а","дела, о которых она никому не говорила, а"
"саду; f между тем было уже без пяти минут десять, а еще барышни не были","саду; а между тем было уже без пяти минут десять, а еще барышни не были"
"лицо ryzpz андрея было очень задумчиво и нежно. он, заложив руки назад, быстро","лицо князя андрея было очень задумчиво и нежно. он, заложив руки назад, быстро"
"и не устроится dct так, как","и не устроится все так, как"
уеу tres affecte. il dit que c’etait l’avant-dernier representant du grand,ete tres affecte. il dit que c’etait l’avant-dernier representant du grand
"ростовых. это первое время зимы 1806 года, проведенное николаем ростовым в москве,","ростовых. это первое время зимы 1806 года, проведенное николаем ростовым в москве,"
cjdthityyj новой нежностью. он пешком проводил их,совершенно новой нежностью. он пешком проводил их
"ее вопрос. – ради бога,","ее вопрос. – ради бога,"
"дуняша. yfnfif нашла с помощью сони и горничной положение зеркалу; лицо ее приняло серьезное выражение,","дуняша. наташа нашла с помощью сони и горничной положение зеркалу; лицо ее приняло серьезное выражение,"
"дурень смотрит только на бурьенку (надо ее прогнать)! и как гордости yfcnjkmrj нет,","дурень смотрит только на бурьенку (надо ее прогнать)! и как гордости настолько нет,"
"старый эмигрант, отказавшийся жениться на даме, у которой он проводил ytcrjkmrj лет свои вечера, потому","старый эмигрант, отказавшийся жениться на даме, у которой он проводил несколько лет свои вечера, потому"
"и важности, кто поважнее – поближе к чествуемому гостю: так ;t естественно,","и важности, кто поважнее – поближе к чествуемому гостю: так же естественно,"
"tve так ничтожны казались в эту минуту все интересы, занимавшие наполеона, так","ему так ничтожны казались в эту минуту все интересы, занимавшие наполеона, так"
и вырывая портфель. князь василий опустил голову и развел руками. в 'ne,и вырывая портфель. князь василий опустил голову и развел руками. в эту
"дым, pderb пальбы и славу, которая ожидает его. – non plus. cela met la","дым, звуки пальбы и славу, которая ожидает его. – non plus. cela met la"
"где ссорились, он – одной своей lj,hjq улыбкой и кстати сказанной шуткой","где ссорились, он – одной своей доброй улыбкой и кстати сказанной шуткой"
"добродушно сказал альзасец ростову, когда лошадь передана была гусару. ростов, улыбаясь, успокоил драгуна","добродушно сказал альзасец ростову, когда лошадь передана была гусару. ростов, улыбаясь, успокоил драгуна"
"ему, ни где был государь, ни ult был кутузов. одни говорили, что слух","ему, ни где был государь, ни где был кутузов. одни говорили, что слух"
"ругаюшка! – прибавил он, невольно этим уменьшительным выражая свою нежность и надежду, возлагаемую yf этого","ругаюшка! – прибавил он, невольно этим уменьшительным выражая свою нежность и надежду, возлагаемую на этого"
"жителями и пьяными или больными солдатами, бродившими по нем, представляло особенно мрачное зрелище.","жителями и пьяными или больными солдатами, бродившими по нем, представляло особенно мрачное зрелище."
андрей поздно вечером уехал от ростовых. он лег спать по,андрей поздно вечером уехал от ростовых. он лег спать по
участвуя d войне и в тайне души сожалея,участвуя в войне и в тайне души сожалея
"в комнате, особенно на диване, на котором jyb сидели, было темно, но в большие окна","в комнате, особенно на диване, на котором они сидели, было темно, но в большие окна"
"наслаждением не только убивал, yj по","наслаждением не только убивал, но по"
"и знала, что пьер их, и в особенности ее, отыскивал в толпе. пьер обещал ей","и знала, что пьер их, и в особенности ее, отыскивал в толпе. пьер обещал ей"
"одно – уйти, а куда","одно – уйти, а куда"
"берегу, не решаясь еще ступить yf лед. командир полка,","берегу, не решаясь еще ступить на лед. командир полка,"
"пьер с наивным удивлением посмотрел на растопчина, yt понимая, почему его беспокоила плохая","пьер с наивным удивлением посмотрел на растопчина, не понимая, почему его беспокоила плохая"
"по той стороне черты, как b неизбежно узнать, что там, по ту сторону смерти. а","по той стороне черты, как и неизбежно узнать, что там, по ту сторону смерти. а"
или о потемкинских и суворовских,или о потемкинских и суворовских
"же hzljv с нею представлялось красивое, наглое и твердо насмешливое лицо","же рядом с нею представлялось красивое, наглое и твердо насмешливое лицо"
"наташа могла ясно обдумать dct то, что с","наташа могла ясно обдумать все то, что с"
друг был мне. ведь я его любил… но и он не виноват; xnj,друг был мне. ведь я его любил… но и он не виноват; что
"и мне хотелось тебя утешить,","и мне хотелось тебя утешить,"
ответила и продолжала тот же разговор. коляска шестериком стояла e подъезда. на дворе была темная,ответила и продолжала тот же разговор. коляска шестериком стояла у подъезда. на дворе была темная
"и злобы, подступавшие ему к горлу, уже соскакивал c лошади и бежал","и злобы, подступавшие ему к горлу, уже соскакивал с лошади и бежал"
"гора, а это бог знает что такое! это что-то новое","гора, а это бог знает что такое! это что-то новое"
"места, княжна марья вздохнула и оглянулась в трюмо, которое стояло направо jn нее.","места, княжна марья вздохнула и оглянулась в трюмо, которое стояло направо от нее."
"николай должен ,sk догонять полк. анна михайловна – с",николай должен был догонять полк. анна михайловна – с
"союзники cxbnfkb его далеко впереди себя, что колонны, двигавшиеся близ працена, составляли","союзники считали его далеко впереди себя, что колонны, двигавшиеся близ працена, составляли"
"тем clth;fyyj спокойным, каким бывает человек при наступлении давно желанной минуты. он","тем сдержанно спокойным, каким бывает человек при наступлении давно желанной минуты. он"
"нескольких разговоров вокруг этого стола. слышно было, как старый камергер в одном конце уверял старушку","нескольких разговоров вокруг этого стола. слышно было, как старый камергер в одном конце уверял старушку"
"vue,[451 - ежели вы смотрите на дело с 'njq точки зрения.] – начал он,","vue,[451 - ежели вы смотрите на дело с этой точки зрения.] – начал он,"
"кому не gjqltn в лакеи; но мне, ничего не имеющему,","кому не пойдет в лакеи; но мне, ничего не имеющему,"
"от него требуют выдачи всего, что он","от него требуют выдачи всего, что он"
"боялся начать говорить не в том тоне решительного jnrfpf и несогласия, в котором","боялся начать говорить не в том тоне решительного отказа и несогласия, в котором"
promettait de ne pas oublier boris. mais шд n’a pas eu le temps.,promettait de ne pas oublier boris. mais il n’a pas eu le temps.
"говорила она, читая описательную xfcnm","говорила она, читая описательную часть"
"в ibnjv золотом бархатном мешке. ее хорошенькая, с чуть черневшимися усиками верхняя","в шитом золотом бархатном мешке. ее хорошенькая, с чуть черневшимися усиками верхняя"
"распоряжался b молча, боясь говорить, потому","распоряжался и молча, боясь говорить, потому"
и yt имела никаких выгод и радостей,и не имела никаких выгод и радостей
"жившая в доме, и еще","жившая в доме, и еще"
"– отец очень богат и скуп. он живет в деревне. знаете,","– отец очень богат и скуп. он живет в деревне. знаете,"
"своего lheuf в петербурге. он поспешно вошел в пахнущую еще сосной, неотштукатуренную маленькую","своего друга в петербурге. он поспешно вошел в пахнущую еще сосной, неотштукатуренную маленькую"
"было радостно, что наступила минута, когда он, наконец, вступит на тот путь обновления","было радостно, что наступила минута, когда он, наконец, вступит на тот путь обновления"
"о том, что каждый брат обещается","о том, что каждый брат обещается"
"странно это было, ей надо было blnb странствовать. она поверила свое намерение","странно это было, ей надо было идти странствовать. она поверила свое намерение"
"полковые rjvfylbhs садились верхами, крестились, отдавали","полковые командиры садились верхами, крестились, отдавали"
"для того чтоб уехать с дороги от этих кавалеристов, и он бы уехал","для того чтоб уехать с дороги от этих кавалеристов, и он бы уехал"
"курагин; слушайте. если кто cltkftn то же, то я","курагин; слушайте. если кто сделает то же, то я"
первом знакомстве несамоуверенный человек и выкажи сознание неприличности этого,первом знакомстве несамоуверенный человек и выкажи сознание неприличности этого
"говорит ей этого теперь. когда вышли в гостиную к кофе, старики сели вместе. князь николай","говорит ей этого теперь. когда вышли в гостиную к кофе, старики сели вместе. князь николай"
почти на середине стола. напротив них ctk пьер,почти на середине стола. напротив них сел пьер
"все это было так странно, так непохоже на то, чего он надеялся.","все это было так странно, так непохоже на то, чего он надеялся."
их и не было между маленькой ryzubytq и князем васильем. князь василий охотно поддался,их и не было между маленькой княгиней и князем васильем. князь василий охотно поддался
rhfzvb и поднял голову. у него была умная и характерная голова.,краями и поднял голову. у него была умная и характерная голова.
"поняли из этой речи то, каким образом надо обходиться с барином для достижения cdjb[ целей.","поняли из этой речи то, каким образом надо обходиться с барином для достижения своих целей."
человеческих ldb;tybq этих ста шестидесяти тысяч русских,человеческих движений этих ста шестидесяти тысяч русских
"один взгляд. пьер не cvjnhtk на элен,","один взгляд. пьер не смотрел на элен,"
ней занимать у нее денег и целовал,ней занимать у нее денег и целовал
"братец, народ вовсе оголтелый пошел. nfv все","братец, народ вовсе оголтелый пошел. там все"
зажег ее. в комнате с закрытыми изнутри ставнями было жарко. он ljcfljdfk на,зажег ее. в комнате с закрытыми изнутри ставнями было жарко. он досадовал на
"стоял с долоховым впереди e рампы, глядя на ложу ростовых. наташа знала, что он говорил","стоял с долоховым впереди у рампы, глядя на ложу ростовых. наташа знала, что он говорил"
"с ума сошли? вам два раза приказано отступать, а вы… «ну,","с ума сошли? вам два раза приказано отступать, а вы… «ну,"
"с тем он crfpfk веселым голосом: – ну, еще одну карточку. – хорошо, – отвечал","с тем он сказал веселым голосом: – ну, еще одну карточку. – хорошо, – отвечал"
"достаточное dshf;tybt испуга. – когда я говорю, что мне надо говорить","достаточное выражение испуга. – когда я говорю, что мне надо говорить"
avec sa ьфтшуку jmpolie et sauvage se,avec sa maniere jmpolie et sauvage se
"зажать нос и тронуть лошадей рысью, чтобы выехать из этой jnhfdktyyjq","зажать нос и тронуть лошадей рысью, чтобы выехать из этой отравленной"
"стакан чаю, налил другой ,tp,jhjljve старичку и подал ему.","стакан чаю, налил другой безбородому старичку и подал ему."
"котором лестнее всего было быть принятым. это понял борис неделю тому назад, rjulf при нем","котором лестнее всего было быть принятым. это понял борис неделю тому назад, когда при нем"
"несмотря yf то, что каждый день","несмотря на то, что каждый день"
"тумана ни той местности, из которой они выходили, yb той, в которую","тумана ни той местности, из которой они выходили, ни той, в которую"
"граф, и берг, который целые дни проводил у ростовых b оказывал старшей","граф, и берг, который целые дни проводил у ростовых и оказывал старшей"
новые djghjcs о твердости его намерения пьер,новые вопросы о твердости его намерения пьер
"и бог знает что! плохо, граф, плохо с дочерьми без матери… – пьер видел, что","и бог знает что! плохо, граф, плохо с дочерьми без матери… – пьер видел, что"
"где охотились ростовы, и позволил травить своему охотнику из-под чужих гончих. николай никогда не dblfk","где охотились ростовы, и позволил травить своему охотнику из-под чужих гончих. николай никогда не видал"
lj этого дела нет!» – подумал он. не успел он,до этого дела нет!» – подумал он. не успел он
"слышался ujkjc жеркова. тушину теперь только,","слышался голос жеркова. тушину теперь только,"
"или трех перемен, которым покорно подчинялась княжна марья, в ту минуту, как она была","или трех перемен, которым покорно подчинялась княжна марья, в ту минуту, как она была"
в этот день наташу к обеду. она сидела в своей комнате и,в этот день наташу к обеду. она сидела в своей комнате и
"человека, студент и офицер, друзья с","человека, студент и офицер, друзья с"
зеленом шелковом одеяле ладонями вниз. когда gmth,зеленом шелковом одеяле ладонями вниз. когда пьер
"до которого добежав, волк уйдет наверное. впереди показались собаки и охотник, скакавший почти навстречу. еще","до которого добежав, волк уйдет наверное. впереди показались собаки и охотник, скакавший почти навстречу. еще"
"подожди лучше, как замуж выйдет…","подожди лучше, как замуж выйдет…"
"политических и умных разговоров, с rjnjhsvb все обращались к нему,","политических и умных разговоров, с которыми все обращались к нему,"
балага было пошел из комнаты. –,балага было пошел из комнаты. –
"фуража, потому пособить надо, и так как вчера","фуража, потому пособить надо, и так как вчера"
"tout а fait francaise.[87 - ну, мой дорогой, ваша маленькая княгиня очень","tout а fait francaise.[87 - ну, мой дорогой, ваша маленькая княгиня очень"
"дело четвертая колонна. кутузов, не отвечая ему, отвернулся, и dpukzl его нечаянно попал на","дело четвертая колонна. кутузов, не отвечая ему, отвернулся, и взгляд его нечаянно попал на"
"испытывал; в сравнении с тем размягченным,","испытывал; в сравнении с тем размягченным,"
"сыну, – оу sais de bonne source, que","сыну, – je sais de bonne source, que"
выворачивая как сахар крепкий и блестящий снег. николай тронулся за первой тройкой; сзади зашумели и,выворачивая как сахар крепкий и блестящий снег. николай тронулся за первой тройкой; сзади зашумели и
"– что же, мерзавец-то этот куда","– что же, мерзавец-то этот куда"
"от досады за то, что княжна марья не gjybvfkf","от досады за то, что княжна марья не понимала"
"высшей математики, то точением табакерок на станке, то работой d саду","высшей математики, то точением табакерок на станке, то работой в саду"
"сторону, так близко от наших","сторону, так близко от наших"
"с него радостных, дружелюбных глаз, gjljitk к","с него радостных, дружелюбных глаз, подошел к"
"самых сильных людей), верхом ghbt[fd с","самых сильных людей), верхом приехав с"
"фельдшер имел измученный вид. он, видимо, с досадой дожидался, скоро ли уйдет заболтавшийся доктор.","фельдшер имел измученный вид. он, видимо, с досадой дожидался, скоро ли уйдет заболтавшийся доктор."
"так не уломаешь ни за что, – говорил анатоль, – постойте, я его","так не уломаешь ни за что, – говорил анатоль, – постойте, я его"
"и наташей после дня ghtlkj;tybz установились совсем другие, чем прежде, близкие, простые отношения. они как","и наташей после дня предложения установились совсем другие, чем прежде, близкие, простые отношения. они как"
"до того дурны, что я теперь в самом ужасном положении. мой","до того дурны, что я теперь в самом ужасном положении. мой"
"все, поверить ему свое горе; но она только повторяла, что просит его забыть то,","все, поверить ему свое горе; но она только повторяла, что просит его забыть то,"
"он к приехавшему адъютанту с выражением почтительной учтивости, видимо, относившейся к лицу, про которое он","он к приехавшему адъютанту с выражением почтительной учтивости, видимо, относившейся к лицу, про которое он"
"любовь к государю. он знал, что это","любовь к государю. он знал, что это"
"туалетах, бриллиантах и жемчугах на голых плечах, проходя через эту комнату, оглядывали себя в","туалетах, бриллиантах и жемчугах на голых плечах, проходя через эту комнату, оглядывали себя в"
"с вами откровенен буду. слышали, отказала жениху, yb у кого не спросивши ничего.","с вами откровенен буду. слышали, отказала жениху, ни у кого не спросивши ничего."
"говором загудели прежде правильные, vjkxfkbdst четвероугольники. со","говором загудели прежде правильные, молчаливые четвероугольники. со"
"своем кабинете, старый ryzpm никому ничего не сказал. как и обыкновенно,","своем кабинете, старый князь никому ничего не сказал. как и обыкновенно,"
"ldt трети людей и лошадей перебитыми, два орудия исковерканными и прикрытия","две трети людей и лошадей перебитыми, два орудия исковерканными и прикрытия"
"но я знаю, ds хотите, чтобы не","но я знаю, вы хотите, чтобы не"
"сани и повалился. nfr ведь не то что погонять, до места держать нельзя. в","сани и повалился. так ведь не то что погонять, до места держать нельзя. в"
"каких приехал? а? – как посол приказал, на dfib[ на","каких приехал? а? – как посол приказал, на ваших на"
"счастливый мир сновидений, где все было так же легко и прекрасно, как и в","счастливый мир сновидений, где все было так же легко и прекрасно, как и в"
"обеих сторон еще несколько таких же людей. но ни анна михаиловна, ни","обеих сторон еще несколько таких же людей. но ни анна михаиловна, ни"
"князя багратиона, двинулся c ночлега в дело, как","князя багратиона, двинулся с ночлега в дело, как"
наделал в cdjb[ именьях? пьер стал рассказывать о,наделал в своих именьях? пьер стал рассказывать о
"никак не знаю, что мне начать. я [jntk серьезно посоветоваться с вами. князь андрей","никак не знаю, что мне начать. я хотел серьезно посоветоваться с вами. князь андрей"
"княгиня в кишиневе рожала княжну марью, с крестьянской бабой-молдаванкой вместо бабушки. – бог помилует,","княгиня в кишиневе рожала княжну марью, с крестьянской бабой-молдаванкой вместо бабушки. – бог помилует,"
"тех самых пор как он догнал полк в польше, жил","тех самых пор как он догнал полк в польше, жил"
"линии, вдруг, как djypbdifzcz стрела в","линии, вдруг, как вонзившаяся стрела в"
"других людей из удовлетворения его вкусов, он не мог, то в","других людей из удовлетворения его вкусов, он не мог, то в"
"унывать, не унывать, мой друг. он велел dfc позвать. это хорошо…] – и он","унывать, не унывать, мой друг. он велел вас позвать. это хорошо…] – и он"
"вы не только меня не hfpedthbnt в том, что то, что я сделал, хорошо,","вы не только меня не разуверите в том, что то, что я сделал, хорошо,"
"более утвердившись в этом предположении тем, что долохов тотчас же после обеда","более утвердившись в этом предположении тем, что долохов тотчас же после обеда"
"один таскал на цепи, пугая","один таскал на цепи, пугая"
"ко мне, дружок, – сказал ujkjc графини из гостиной.","ко мне, дружок, – сказал голос графини из гостиной."
"к брату, кто бы он ни был, yfcnfdb","к брату, кто бы он ни был, настави"
"ясно, как день, и vj;tn так заблуждаться? вот это составляет одно","ясно, как день, и может так заблуждаться? вот это составляет одно"
"лампада, был человечий череп с своими дырами и зубами. прочтя gthdst","лампада, был человечий череп с своими дырами и зубами. прочтя первые"
этим gjcnegrjv слезами радости заставил рыдать старую,этим поступком слезами радости заставил рыдать старую
"исполню, батюшка, – сказал он. – ну, теперь прощай!","исполню, батюшка, – сказал он. – ну, теперь прощай!"
"что он знал, что nelf же,","что он знал, что туда же,"
"и сердито взглянув на дочь, этим вздохом","и сердито взглянув на дочь, этим вздохом"
"борис. – он выпьет с тобой, а я не могу.","борис. – он выпьет с тобой, а я не могу."
приказанию в cthtlbyt дела; но,приказанию в середине дела; но
– отвечал hfljcnyj несвицкий. –,– отвечал радостно несвицкий. –
"прощению обид, и что оно полагает главное достоинство cdjt в искусстве убивать друг","прощению обид, и что оно полагает главное достоинство свое в искусстве убивать друг"
